,Reviews,Labels,length
10917,"The film adaptation of James Joyce's Ulysses is excellent. The actors, the voice overs, the direction, it all captures the feel of the novel without sacrificing its own merits. The Milo O'Shea does an excellent job as Leopold Bloom, the cuckolded man married to the sassy Molly. I absolutely love this picture.",1,310
10933,"Arrrrrggghhhhhh, some people take life far too seriously!!! Watch this film for what it is, sit back, relax and have a giggle. The film does not take itself seriously, so neither should we. If you like James Belushi, you will like this film. If he is not your cup of tea - give it a miss.<br /><br />I like James Belushi, so I liked this film. So simple isn't it?? :-)",1,368
10938,La Teta y la Luna is a symbolic spain film. Everything that in this film occurs has a symbolic meaning. It is totally different to the usual movie that one has access.<br /><br />This film is good but it will be good only for the people who want look for the meaning of everything in the film's tale. I must advice that this is not a sample film.<br /><br />Please enjoy!!!,1,373
10943,This movie really rocks! Jeff Wincott is terrific in the film! His fighting incredible! He is such a fast martial artist! Brigitte Nielsen & Matthias Hues was very good! Mission of Justice is an action packed movie that is never boring! If you like fighting movies with incredible non stop action then check out Mission of Justice today!,1,337
10948,"Sometimes I just want to laugh. Don't you? No analyzing, no critiquing and no looking for deeper meaning. Rent this movie, watch it all and laugh your ass off. Don't want to admit you liked it? Fine. But don't trash it here when you and I both know you liked it. It's Damn funny!",1,279
10952,"This is the touching story of two families in Israel and the relationships within each family. Each family has a gay son. The stories are interrelated at that point but this film is about all of the family members, not just the two sons. The portraits of each of the family members in both families are well drawn and the story is consistently interesting if a bit bleak.",1,371
10958,"ever watched. It deals so gently and subtly not only with Aids (which is only alluded) and gay life, but also with old age, dying and death. It's a deep and beautiful movie, (also visually), of a very special director. Highly recommanded1",1,238
10970,"This is the finest film ever made to deal with the subject of AIDS. It's a documentary about two men living with and dying of this illness. The film is beautiful, heartbreaking, funny, and incredibly moving. Above all, it is an amazing true love story. Be sure to have a few hankies ready before you watch this movie---you will need them. Extraordinary.",1,353
10977,"When I first saw this movie, I thought it was the typical ""love thy neighbour"" stuff....The more the movie was going on, the more I got involved. Acting is magnificent from both actors, direction was great, the story unusual. Cried my eyes off, first time in my life for a movie. A real must have in any serious videoteque. 11 out of 10",1,336
10990,"This episode is certainly different than all the other Columbos, though some of the details are still there, the setup is completely different. That makes this Columbo unique, and interesting to watch, even though at times you might wish for the old Columbo. I liked it a lot, but then, I like almost any Columbo.",1,313
11002,"The movie is great and I like the story. I prefer this movie than other movie such The cell ( sick movie ) and Highlander ( silly movie ). I just tell the truth, I like a reality hehe and also a true story :)<br /><br />",1,220
11006,"I think the weighted average for this film is too low. I give it a 7. Very entertaining, although over the top in a few places. My wife says it passes the Danielle Steele test. Superb performances throughout, particularly by Andie MacDowell.",1,241
11020,"Surely one the French films of the decade so far, a taut, atmospheric thriller making full use of the lead characters hearing impediment to use sound in a way rarely explored in cinema. Emannuelle Devos gives a truly stunning , multi-faceted performance, at times devious and manipulative, at other times open and vulnerable. Another reason why those who appreciate quality cinema should keep their eyes open for offerings from France.",1,435
11028,"Don't know how this missed award nominations. Great film. Certainly of the calibre of ""Beautiful Mind"" Great acting, photography, script and drama. I can't imagine anyone not being entranced by this film.",1,204
